ns=3;i=6039	PosIndirect
ns=0;i=19082	EnumDictionaryEntries
ns=5;i=118	InputArguments
ns=5;i=119	ProdDefectiveCount
ns=0;i=20080	Classification
ns=0;i=20081	DiagnosticsLevel
ns=0;i=20083	MessageSequenceNumber
ns=0;i=20084	DiagnosticsLevel
ns=5;i=110	UnsuspendingToHolding
ns=5;i=111	UnholdingToHolding
ns=5;i=101	SuspendedToHolding
ns=0;i=20074	Active
ns=5;i=102	SuspendingToHolding
ns=0;i=20075	Classification
ns=5;i=103	UnholdingToHolding
ns=0;i=19094	ServerTimestampSupported
ns=0;i=20076	DiagnosticsLevel
ns=0;i=19095	AuditHistoryAnnotationUpdateEventType
ns=5;i=104	ResettingToIdle
ns=5;i=105	SuspendedToHolding
ns=0;i=19092	ServerTimestampSupported
ns=0;i=20078	DecryptionErrors
ns=0;i=20079	Active
ns=5;i=106	SuspendedToHolding
ns=5;i=107	SuspendedToHolding
ns=0;i=19090	ValueAsDictionaryEntries
ns=0;i=19091	ServerTimestampSupported
ns=5;i=108	UnsuspendingToHolding
ns=5;i=109	UnsuspendingToHolding
ns=0;i=20072	LiveValues
ns=0;i=16817	BaseSetpointNode
ns=0;i=20073	FailedDataSetMessages
ns=0;i=15502	NetworkAddressDataType
ns=0;i=15501	SimpleTypeDescription
ns=5;i=140	TransitionNumber
ns=5;i=141	TransitionNumber
ns=5;i=142	TransitionNumber
ns=5;i=143	TransitionNumber
ns=5;i=144	TransitionNumber
ns=5;i=134	StateNumber
ns=5;i=135	StateNumber
ns=5;i=136	StateNumber
ns=5;i=137	StateNumber
ns=5;i=138	StateNumber
ns=5;i=139	TransitionNumber
ns=0;i=15510	NetworkAddressUrlDataType
ns=0;i=16843	InputArguments
ns=0;i=16842	AddPublishedDataItemsTemplate
ns=5;i=130	StateNumber
ns=5;i=131	StateNumber
ns=5;i=132	StateNumber
ns=0;i=2881	AcknowledgeableConditionType
ns=5;i=133	StateNumber
ns=5;i=123	RemoteParameters
ns=5;i=124	ProdConsumedCount
ns=5;i=125	AvailableStates
ns=5;i=126	AvailableTransitions
ns=5;i=127	StateNumber
ns=5;i=128	StateNumber
ns=5;i=129	StateNumber
ns=0;i=20090	DiagnosticsLevel
ns=0;i=20091	SecurityTokenID
ns=0;i=20092	DiagnosticsLevel
ns=0;i=20093	TimeToNextTokenID
ns=0;i=20094	DiagnosticsLevel
ns=0;i=19049	3DCartesianCoordinates
ns=4;i=1022	GearType
ns=0;i=20041	Counters
ns=4;i=1018	LoadType
ns=4;i=1019	MotorType
ns=0;i=20027	PubSubDiagnosticsDataSetReaderType
ns=4;i=1013	SafetyStateType
ns=0;i=19058	Frame
ns=4;i=1011	TaskControlType
ns=0;i=19055	3DOrientation
ns=0;i=19052	Orientation
ns=4;i=1003	ControllerType
ns=4;i=1002	MotionDeviceSystemType
ns=0;i=19069	Default JSON
ns=4;i=1004	MotionDeviceType
ns=0;i=19067	Default JSON
ns=0;i=19068	Default JSON
ns=0;i=19065	Default JSON
ns=0;i=19066	Default JSON
ns=0;i=19064	Default JSON
ns=0;i=19061	3DFrame
ns=2;i=15739	MaintenanceRequiredAlarmType
ns=0;i=19076	C
ns=0;i=7698	SignedSoftwareCertificate
ns=0;i=19077	MultiStateDictionaryEntryDiscreteBaseType
ns=0;i=19074	A
ns=0;i=19075	B
ns=0;i=19072	Default JSON
ns=0;i=19070	Default JSON
ns=0;i=7692	BuildInfo
ns=0;i=19071	Default JSON
ns=0;i=2831	Prompt
ns=0;i=2830	DialogConditionType
ns=0;i=2829	AuditConditionCommentEventType
ns=0;i=20016	Classification
ns=0;i=20017	DiagnosticsLevel
ns=0;i=20019	MessageSequenceNumber
ns=0;i=20020	DiagnosticsLevel
ns=0;i=20021	StatusCode
ns=0;i=20022	DiagnosticsLevel
ns=0;i=20023	MajorVersion
ns=0;i=20024	DiagnosticsLevel
ns=0;i=20025	MinorVersion
ns=0;i=20026	DiagnosticsLevel
ns=0;i=2803	AuditConditionEnableEventType
ns=0;i=20013	LiveValues
ns=0;i=20014	FailedDataSetMessages
ns=0;i=20015	Active
ns=0;i=8858	SessionSecurityDiagnosticsDataType
ns=0;i=10751	TripAlarmType
ns=7;i=7013	FinishJob
ns=7;i=7012	InterruptJob
ns=7;i=7011	GenerateFileForWrite
ns=7;i=7010	StartJob
ns=7;i=7017	GetCurrentPage
ns=0;i=8855	SessionDiagnosticsDataType
ns=7;i=7016	Save
ns=7;i=7015	Load
ns=7;i=7014	RequestTestSample
ns=0;i=8852	ServerStatusDataType
ns=3;i=6273	PosTcpBcsB
ns=7;i=7019	SetMachineTime
ns=7;i=7018	GetPage
ns=3;i=6271	RemDist
ns=3;i=6272	RemDist
ns=0;i=8846	SamplingIntervalDiagnosticsDataType
ns=0;i=8849	ServerDiagnosticsSummaryDataType
ns=7;i=7002	StartJob
ns=7;i=7001	GetProductionDatasetList
ns=7;i=7006	SendProductionDatasetList
ns=7;i=7005	GetProductionDatasetList
ns=0;i=8843	RedundantServerDataType
ns=7;i=7004	SendProductionDatasetList
ns=7;i=7003	InterruptJob
ns=7;i=7009	FinishJob
ns=7;i=7008	GenerateFileForRead
ns=7;i=7007	CloseAndCommit
ns=3;i=6282	ActProgramLine
ns=3;i=6283	ActProgramFile
ns=3;i=6281	ActProgramBlock
ns=2;i=15441	CheckFunctionAlarmType
ns=7;i=7031	StopAtCycleEnd
ns=7;i=7030	ClearMESMessage
ns=7;i=7035	EnableAutomaticRun
ns=7;i=7034	ResetJobCounters
ns=7;i=7033	DisableAutomaticRun
ns=7;i=7032	GetProductionDatasetInformation
ns=7;i=7039	SetMESMessage
ns=7;i=7038	SetWatchDogTime
ns=7;i=7037	ResetWatchDog
ns=7;i=7036	SendJobList
ns=0;i=20101	SuppressedOrShelved
ns=7;i=7020	ActivateSleepMode
ns=7;i=7024	DisableAutomaticRun
ns=7;i=7023	Save
ns=7;i=7022	RequestTestSample
ns=7;i=7021	DeactivateSleepMode
ns=7;i=7028	ResetWatchDog
ns=7;i=7027	Load
ns=7;i=7026	EnableAutomaticRun
ns=7;i=7025	SetCyclicJobData
ns=7;i=7029	SetWatchDogTime
ns=8;i=6883	EngineeringUnits
ns=0;i=8895	DisabledMonitoredItemCount
ns=8;i=6884	EngineeringUnits
ns=0;i=8894	MonitoredItemCount
ns=8;i=6885	EngineeringUnits
ns=0;i=8893	DiscardedMessageCount
ns=8;i=6886	EngineeringUnits
ns=0;i=8892	UnacknowledgedMessageCount
ns=0;i=8898	TotalRequestCount
ns=8;i=6880	EngineeringUnits
ns=8;i=6881	EngineeringUnits
ns=0;i=8897	NextSequenceNumber
ns=8;i=6882	EngineeringUnits
ns=0;i=8896	MonitoringQueueOverflowCount
ns=8;i=6887	EngineeringUnits
ns=0;i=8891	CurrentLifetimeCount
ns=8;i=6888	EngineeringUnits
ns=0;i=8890	CurrentKeepAliveCount
ns=8;i=6889	EngineeringUnits
ns=0;i=8889	LatePublishRequestCount
ns=8;i=6894	EngineeringUnits
ns=8;i=6895	EngineeringUnits
ns=8;i=6896	EngineeringUnits
ns=0;i=8882	ProgramDiagnosticDataType
ns=8;i=6897	EngineeringUnits
ns=8;i=6890	EngineeringUnits
ns=0;i=8888	MaxLifetimeCount
ns=8;i=6891	EngineeringUnits
ns=8;i=6892	EngineeringUnits
ns=8;i=6893	EngineeringUnits
ns=8;i=6898	EngineeringUnits
ns=8;i=6899	EngineeringUnits
ns=0;i=8879	Annotation
ns=0;i=8873	Range
ns=0;i=8870	SemanticChangeStructureDataType
ns=0;i=8876	EUInformation
ns=0;i=8867	ModelChangeStructureDataType
ns=0;i=8861	ServiceCounterDataType
ns=0;i=8864	SubscriptionDiagnosticsDataType
ns=0;i=14273	PublishedVariableDataType
ns=5;i=160	AvailableTransitions
ns=5;i=161	CurrentState
ns=5;i=162	Id
ns=5;i=163	TransitionNumber
ns=5;i=164	TransitionNumber
ns=5;i=165	TransitionNumber
ns=5;i=166	TransitionNumber
ns=5;i=156	StateNumber
ns=5;i=157	StateNumber
ns=5;i=158	AvailableTransitions
ns=5;i=159	TransitionNumber
ns=3;i=6209	RemDist
ns=5;i=150	TransitionNumber
ns=3;i=6204	EngineeringUnits
ns=5;i=151	TransitionNumber
ns=5;i=152	TransitionNumber
ns=3;i=6202	ActPos
ns=5;i=153	AvailableStates
ns=3;i=6203	CmdPos
ns=5;i=154	AvailableTransitions
ns=3;i=6200	IsInactive
ns=5;i=155	StateNumber
ns=3;i=6201	PosTcpWcsC
ns=5;i=145	TransitionNumber
ns=5;i=146	TransitionNumber
ns=5;i=147	TransitionNumber
ns=5;i=148	TransitionNumber
ns=5;i=149	TransitionNumber
ns=5;i=180	PackMLCountDataType
ns=3;i=6217	RemDist
ns=5;i=181	PackMLCountDataType
ns=3;i=6218	RemDist
ns=5;i=182	PackMLAlarmDataType
ns=5;i=183	PackMLAlarmDataType
ns=5;i=184	PackMLDescriptorDataType
ns=3;i=6213	EURange
ns=5;i=185	PackMLDescriptorDataType
ns=5;i=186	PackMLIngredientsDataType
ns=3;i=6211	IsRotational
ns=0;i=600	Default Binary
ns=5;i=187	PackMLRemoteInterfaceDataType
ns=3;i=6212	CmdPos
ns=5;i=188	PackMLRemoteInterfaceDataType
ns=5;i=178	StateNumber
ns=5;i=179	TransitionNumber
ns=3;i=6210	ActPos
ns=5;i=170	StateNumber
ns=3;i=6228	RemDist
ns=5;i=171	StateNumber
ns=3;i=6229	RemDist
ns=5;i=172	CurrentState
ns=3;i=6226	EngineeringUnits
ns=5;i=173	Id
ns=3;i=6227	EURange
ns=5;i=174	TransitionNumber
ns=3;i=6224	EnumValues
ns=5;i=175	TransitionNumber
ns=3;i=6225	EnumValues
ns=5;i=176	TransitionNumber
ns=3;i=6222	CmdPos
ns=5;i=177	AvailableStates
ns=3;i=6223	EnumValues
ns=5;i=167	AvailableStates
ns=5;i=168	StateNumber
ns=3;i=6221	ActPos
ns=5;i=169	StateNumber
ns=0;i=16899	EngineeringUnits
ns=7;i=7053	ResetMonitoring
ns=7;i=7052	Reset
ns=7;i=7051	StartRequest
ns=7;i=7050	AutoTuningOn
ns=3;i=6239	RemDist
ns=7;i=7057	AddMaterial
ns=0;i=15561	Actual
ns=7;i=7056	StopRequest
ns=0;i=16894	InputArguments
ns=0;i=15562	Maximum
ns=7;i=7055	StartRequest
ns=0;i=14232	PubSubGroupType
ns=0;i=15563	PubSubCommunicationFailureEventType
ns=7;i=7054	ResetMonitoring
ns=7;i=7059	RunDiagnostics
ns=7;i=7058	RemoveMaterialById
ns=3;i=6231	RemDist
ns=3;i=6230	CmdPos
ns=0;i=15579	Default XML
ns=7;i=7042	ResetAverageCycleTime
ns=0;i=15576	Error
ns=7;i=7041	ResetBoxCounters
ns=0;i=8807	HistoryEventFieldList
ns=7;i=7040	SendCyclicJobList
ns=0;i=15577	OptionSetValues
ns=5;i=190	PackMLProductDataType
ns=0;i=15578	PublishedDataSetDataType
ns=5;i=191	PackMLProductDataType
ns=5;i=192	UnitModeRequested
ns=7;i=7046	Reset
ns=5;i=193	UnitSupportedModes
ns=7;i=7045	SendProductionDatasetInformation
ns=7;i=7044	Save
ns=5;i=194	EnumValues
ns=7;i=7043	Load
ns=5;i=195	TypeDictionary
ns=5;i=196	NamespaceUri
ns=7;i=7049	AutoTuningOff
ns=5;i=197	TypeDictionary
ns=7;i=7048	AutoTuningOff
ns=5;i=198	NamespaceUri
ns=7;i=7047	AutoTuningOn
ns=5;i=199	EnumStrings
ns=5;i=189	PackMLIngredientsDataType
ns=3;i=6240	RemDist
ns=3;i=6241	CmdPos
ns=7;i=7071	Reset
ns=7;i=7070	ResetMonitoring
ns=7;i=7075	StartRequest
ns=7;i=7074	AutoTuningOn
ns=7;i=7073	AutoTuningOff
ns=0;i=15588	UABinaryFileDataType
ns=7;i=7072	ResetMonitoring
ns=0;i=15589	Default XML
ns=0;i=15582	PublishedEventsDataType
ns=0;i=15583	DataSetFieldContentMask
ns=0;i=15584	OptionSetValues
ns=7;i=7076	StopRequest
ns=0;i=15585	SimpleTypeDescription
ns=0;i=15580	PublishedDataSetSourceDataType
ns=0;i=15581	PublishedDataItemsDataType
ns=7;i=7060	StopDiagnostics
ns=7;i=7064	StopRequest
ns=0;i=15597	DataSetWriterDataType
ns=7;i=7063	Reset
ns=0;i=15598	DataSetWriterTransportDataType
ns=7;i=7062	StopRequest
ns=0;i=15599	StructureDescription
ns=7;i=7061	StartRequest
ns=7;i=7068	StartRequest
ns=7;i=7067	ResetMonitoring
ns=0;i=15594	EnumDescription
ns=7;i=7066	Reset
ns=7;i=7065	ResetMonitoring
ns=0;i=15590	Default XML
ns=0;i=15591	StructureDescription
ns=7;i=7069	StopRequest
ns=0;i=2752	SecondsTillShutdown
ns=0;i=15645	UadpWriterGroupMessageDataType
ns=0;i=2751	ParameterDataTypeId
ns=0;i=15646	UadpDataSetMessageContentMask
ns=0;i=2754	AggregateFunctions
ns=0;i=15647	OptionSetValues
ns=0;i=15648	AddIdentity
ns=0;i=2753	ShutdownReason
ns=0;i=2756	Id
ns=0;i=15641	EnumStrings
ns=0;i=2755	StateVariableType
ns=0;i=15642	UadpNetworkMessageContentMask
ns=0;i=2758	Number
ns=0;i=15643	OptionSetValues
ns=0;i=15644	Anonymous
ns=0;i=2757	Name
ns=0;i=660	Default XML
ns=0;i=16971	OutputArguments
ns=0;i=661	Default Binary
ns=0;i=15640	BrokerConnectionTransportDataType
ns=0;i=2750	AttributeId
ns=0;i=659	HistoryEvent
ns=0;i=2749	EndpointUrl
ns=0;i=2748	AuditUrlMismatchEventType
ns=0;i=15656	AuthenticatedUser
ns=0;i=15657	JsonWriterGroupMessageDataType
ns=0;i=15658	JsonDataSetMessageContentMask
ns=0;i=2742	Auditing
ns=0;i=15659	OptionSetValues
ns=0;i=2745	SecureChannelId
ns=0;i=15652	UadpDataSetWriterMessageDataType
ns=0;i=2744	SessionsDiagnosticsSummary
ns=0;i=15653	UadpDataSetReaderMessageDataType
ns=0;i=2747	ClientCertificateThumbprint
ns=0;i=15654	JsonNetworkMessageContentMask
ns=0;i=14323	Default Binary
ns=0;i=2746	ClientCertificateThumbprint
ns=0;i=15655	OptionSetValues
ns=0;i=14324	PublishedVariableDataType
ns=0;i=15650	RemoveIdentity
ns=0;i=15651	InputArguments
ns=0;i=14320	PublishedVariableDataType
ns=0;i=2738	SemanticChangeEventType
ns=0;i=2737	MaxHistoryContinuationPoints
ns=0;i=2739	Changes
ns=0;i=15649	InputArguments
ns=0;i=14319	Default XML
ns=0;i=2730	RegisterNodesCount
ns=0;i=15667	BrokerWriterGroupTransportDataType
ns=0;i=15668	Observer
ns=0;i=2732	MaxBrowseContinuationPoints
ns=0;i=15669	BrokerDataSetWriterTransportDataType
ns=0;i=2731	UnregisterNodesCount
ns=0;i=15663	InputArguments
ns=0;i=16995	InputArguments
ns=0;i=2734	MaxHistoryContinuationPoints
ns=0;i=16994	AddDataSetFolder
ns=0;i=2733	MaxQueryContinuationPoints
ns=0;i=15664	JsonDataSetWriterMessageDataType
ns=0;i=2736	MaxQueryContinuationPoints
ns=0;i=16997	RemoveDataSetFolder
ns=0;i=15665	JsonDataSetReaderMessageDataType
ns=0;i=2735	MaxBrowseContinuationPoints
ns=0;i=16996	OutputArguments
ns=0;i=15660	AddIdentity
ns=0;i=15661	InputArguments
ns=0;i=15662	RemoveIdentity
ns=5;i=220	EURange
ns=5;i=221	PackMLVersion
ns=5;i=211	EquipmentBlocked
ns=8;i=6902	EngineeringUnits
ns=5;i=212	AvailableStates
ns=8;i=6903	EngineeringUnits
ns=5;i=213	AvailableTransitions
ns=8;i=6904	EngineeringUnits
ns=5;i=214	AvailableStates
ns=8;i=6905	EngineeringUnits
ns=5;i=215	TransitionNumber
ns=5;i=216	TransitionNumber
ns=5;i=217	TransitionNumber
ns=8;i=6900	EngineeringUnits
ns=5;i=218	TagID
ns=8;i=6901	EngineeringUnits
ns=5;i=219	MachSpeed
ns=8;i=6906	EngineeringUnits
ns=8;i=6907	EngineeringUnits
ns=8;i=6908	CommunicationProtocolType
ns=8;i=6909	DeviceManual
ns=0;i=15678	Default Binary
ns=0;i=15679	Default Binary
ns=0;i=15674	RemoveIdentity
ns=0;i=15675	InputArguments
ns=0;i=15676	Default Binary
ns=0;i=15677	Default Binary
ns=0;i=15670	BrokerDataSetReaderTransportDataType
ns=0;i=15671	Default Binary
ns=0;i=15672	AddIdentity
ns=0;i=15673	InputArguments
ns=5;i=210	StateChangeInProgress
ns=5;i=200	UnitCurrentMode
ns=8;i=6913	ValueAsText
ns=5;i=201	UnitModeChangeInProgress
ns=8;i=6914	AutomaticMonitoring
ns=5;i=202	AvailableTransitions
ns=8;i=6915	LowerTolerance
ns=5;i=203	TransitionNumber
ns=8;i=6916	EngineeringUnits
ns=5;i=204	AvailableTransitions
ns=5;i=205	LastTransition
ns=8;i=6910	EngineeringUnits
ns=5;i=206	Id
ns=8;i=6911	AlarmSuppression
ns=5;i=207	TransitionNumber
ns=8;i=6912	EnumValues
ns=5;i=208	TransitionNumber
ns=5;i=209	StateRequested
ns=8;i=6917	EURange
ns=8;i=6918	LowerTolerance2
ns=8;i=6919	EngineeringUnits
ns=0;i=15602	EnumDescription
ns=0;i=16935	AddPublishedDataItemsTemplate
ns=0;i=2790	AuditConditionEventType
ns=5;i=240	<AlarmHistory>
ns=5;i=241	AlarmHistoryExtent
ns=5;i=242	<Warning>
ns=5;i=243	WarningExtent
ns=5;i=233	EURange
ns=5;i=234	PackMLEquipmentInterlockDataType
ns=5;i=235	PackMLEquipmentInterlockDataType
ns=5;i=236	MaterialInterlocked
ns=5;i=237	MaterialInterlock
ns=5;i=238	<Alarm>
ns=5;i=239	AlarmExtent
ns=0;i=2787	RefreshStartEventType
ns=0;i=2789	RefreshRequiredEventType
ns=0;i=2788	RefreshEndEventType
ns=0;i=15611	WriterGroupTransportDataType
ns=5;i=230	PackMLVersionDataType
ns=5;i=231	PackMLVersionDataType
ns=0;i=2782	ConditionType
ns=5;i=232	CurMachSpeed
ns=5;i=222	AvailableTransitions
ns=0;i=602	Default XML
ns=5;i=223	AvailableStates
ns=0;i=601	SimpleAttributeOperand
ns=5;i=224	EquipmentStarved
ns=0;i=20198	Acknowledge
ns=5;i=225	UnitCurrentMode
ns=0;i=603	Default Binary
ns=5;i=226	CurrentState
ns=0;i=20199	InputArguments
ns=5;i=227	Id
ns=5;i=228	LastTransition
ns=5;i=229	Id
ns=0;i=15609	PubSubGroupDataType
ns=0;i=15605	DataSetWriterMessageDataType
ns=0;i=15606	RoleSet
ns=0;i=15607	RoleSetType
ns=0;i=15608	<RoleName>
ns=0;i=2774	Transition
ns=0;i=15623	DataSetReaderDataType
ns=0;i=2773	LastTransition
ns=0;i=15624	AddIdentity
ns=0;i=2776	ToState
ns=0;i=15625	InputArguments
ns=0;i=2775	FromState
ns=0;i=15626	RemoveIdentity
ns=0;i=2778	NewStateId
ns=0;i=15620	RoleType
ns=0;i=2777	OldStateId
ns=0;i=15621	ReaderGroupTransportDataType
ns=0;i=15622	ReaderGroupMessageDataType
ns=2;i=6017	<ParameterIdentifier>
ns=5;i=260	TransitionNumber
ns=2;i=6018	<MethodIdentifier>
ns=5;i=261	TransitionNumber
ns=0;i=2770	LastTransition
ns=2;i=6013	TargetMode
ns=5;i=262	CurrentState
ns=2;i=6012	NormalMode
ns=5;i=263	Id
ns=0;i=2772	CurrentState
ns=5;i=264	TransitionNumber
ns=0;i=2771	FiniteStateMachineType
ns=5;i=265	AvailableTransitions
ns=2;i=6014	Identification
ns=5;i=255	CurMachSpeed
ns=5;i=256	EURange
ns=2;i=6011	PermittedMode
ns=5;i=257	MachSpeed
ns=2;i=6010	ActualMode
ns=5;i=258	EURange
ns=5;i=259	AvailableStates
ns=0;i=15616	WriterGroupMessageDataType
ns=0;i=15617	PubSubConnectionDataType
ns=0;i=15618	ConnectionTransportDataType
ns=0;i=2763	Id
ns=0;i=15634	IdentityMappingRuleType
ns=0;i=2762	TransitionVariableType
ns=0;i=15635	SubscribedDataSetMirrorDataType
ns=0;i=2765	Number
ns=0;i=2764	Name
ns=0;i=2767	FiniteTransitionVariableType
ns=0;i=15630	SubscribedDataSetDataType
ns=0;i=16961	InputArguments
ns=2;i=6009	RevisionCounter
ns=0;i=2766	TransitionTime
ns=0;i=15631	TargetVariablesDataType
ns=0;i=2769	CurrentState
ns=0;i=15632	IdentityCriteriaType
ns=0;i=2768	Id
ns=0;i=15633	EnumValues
ns=2;i=6006	DeviceRevision
ns=2;i=6005	DeviceManual
ns=0;i=16960	AddPublishedEventsTemplate
ns=2;i=6008	HardwareRevision
ns=5;i=250	LastTransition
ns=2;i=6007	SoftwareRevision
ns=5;i=251	Id
ns=2;i=6002	RevisionCounter
ns=2;i=6001	SerialNumber
ns=5;i=252	AccTimeSinceReset
ns=2;i=6004	Model
ns=5;i=253	MachDesignSpeed
ns=0;i=2761	Id
ns=0;i=2760	FiniteStateVariableType
ns=2;i=6003	Manufacturer
ns=5;i=254	<StopReason>
ns=5;i=244	<StopReason>
ns=5;i=245	StopReasonExtent
ns=5;i=246	ModeCurrentTime
ns=5;i=247	ModeCumulativeTime
ns=5;i=248	StateCurrentTime
ns=5;i=249	StateCumulativeTime
ns=0;i=2759	EffectiveDisplayName
ns=0;i=16959	OutputArguments
ns=0;i=15627	InputArguments
ns=0;i=16958	InputArguments
ns=0;i=15628	DataSetReaderTransportDataType
ns=0;i=15629	DataSetReaderMessageDataType
ns=0;i=20159	Retain
ns=8;i=6960	EngineeringUnits
ns=8;i=6961	EURange
ns=8;i=6962	MonitoringSensitivity
ns=8;i=6963	EnumValues
ns=8;i=6968	SetRampUp
ns=8;i=6969	EngineeringUnits
ns=8;i=6964	ValueAsText
ns=8;i=6965	SetRampDown
ns=8;i=6966	EngineeringUnits
ns=0;i=20169	Quality
ns=8;i=6967	EURange
ns=0;i=20160	EnabledState
ns=0;i=20161	Id
ns=0;i=20148	Time
ns=8;i=6971	SetValue
ns=0;i=7597	EnumStrings
ns=0;i=20149	ReceiveTime
ns=8;i=6972	EngineeringUnits
ns=0;i=7596	EnumStrings
ns=8;i=6973	EURange
ns=0;i=7595	EnumStrings
ns=8;i=6974	UpperTolerance
ns=0;i=7594	EnumValueType
ns=8;i=6970	EURange
ns=0;i=7598	EnumStrings
ns=0;i=20151	Message
ns=8;i=6979	EURange
ns=0;i=20152	Severity
ns=0;i=20153	ConditionClassId
ns=0;i=20154	ConditionClassName
ns=8;i=6975	EngineeringUnits
ns=8;i=6976	EURange
ns=0;i=20157	ConditionName
ns=8;i=6977	UpperTolerance2
ns=0;i=7591	EnumStrings
ns=0;i=20158	BranchId
ns=8;i=6978	EngineeringUnits
ns=8;i=6982	EnumValues
ns=8;i=6983	ValueAsText
ns=8;i=6984	AutomaticMonitoring
ns=8;i=6985	LowerTolerance
ns=8;i=6980	EngineeringUnits
ns=8;i=6981	AlarmSuppression
ns=8;i=6986	EngineeringUnits
ns=8;i=6987	EURange
ns=8;i=6988	LowerTolerance2
ns=8;i=6989	EngineeringUnits
ns=0;i=20180	AckedState
ns=0;i=20181	Id
ns=0;i=16922	OutputArguments
ns=0;i=16924	InputArguments
ns=0;i=16923	RemoveDataSetFolder
ns=8;i=6993	EURange
ns=8;i=6994	MinValue
ns=8;i=6995	EngineeringUnits
ns=8;i=6996	EURange
ns=8;i=3002	OperatingModeEnumeration
ns=8;i=6990	EURange
ns=8;i=6991	MaxValue
ns=8;i=6992	EngineeringUnits
ns=0;i=20173	Comment
ns=0;i=20174	SourceTimestamp
ns=0;i=20175	ClientUserId
ns=0;i=20176	Disable
ns=0;i=20177	Enable
ns=8;i=6997	MonitoringSensitivity
ns=0;i=20178	AddComment
ns=8;i=6998	EnumValues
ns=0;i=20179	InputArguments
ns=8;i=6999	ValueAsText
ns=0;i=20170	SourceTimestamp
ns=0;i=20171	LastSeverity
ns=0;i=20172	SourceTimestamp
ns=8;i=6924	MinValue
ns=8;i=6925	EngineeringUnits
ns=8;i=6926	EURange
ns=8;i=6927	MonitoringSensitivity
ns=8;i=6920	EURange
ns=8;i=6921	MaxValue
ns=8;i=6922	EngineeringUnits
ns=8;i=6923	EURange
ns=8;i=6928	EnumValues
ns=8;i=6929	ValueAsText
ns=8;i=6930	SetRampDown
ns=8;i=6935	EURange
ns=8;i=6936	SetValue
ns=8;i=6937	EngineeringUnits
ns=8;i=6938	EURange
ns=8;i=6931	EngineeringUnits
ns=8;i=6932	EURange
ns=8;i=6933	SetRampUp
ns=4;i=18310	<AdditionalComponentIdentifier>
ns=8;i=6934	EngineeringUnits
ns=8;i=6939	UpperTolerance
ns=0;i=20138	NormalState
ns=0;i=20139	ExpirationDate
ns=8;i=6940	EngineeringUnits
ns=8;i=6941	EURange
ns=8;i=6946	AlarmSuppression
ns=0;i=20141	CertificateType
ns=8;i=6947	EnumValues
ns=0;i=20142	Certificate
ns=8;i=6948	ValueAsText
ns=0;i=20143	TrustListOutOfDate
ns=8;i=6949	AutomaticMonitoring
ns=0;i=20144	EventId
ns=8;i=6942	UpperTolerance2
ns=0;i=20145	EventType
ns=8;i=6943	EngineeringUnits
ns=0;i=20146	SourceNode
ns=4;i=18344	<PowerTrainIdentifier>
ns=8;i=6944	EURange
ns=0;i=20147	SourceName
ns=8;i=6945	EngineeringUnits
ns=8;i=6950	LowerTolerance
ns=8;i=6951	EngineeringUnits
ns=8;i=6952	EURange
ns=8;i=6957	EngineeringUnits
ns=8;i=6958	EURange
ns=8;i=6959	MinValue
ns=8;i=6953	LowerTolerance2
ns=8;i=6954	EngineeringUnits
ns=8;i=6955	EURange
ns=8;i=6956	MaxValue
ns=3;i=6159	PosTcpBcsB
ns=3;i=6157	EURange
ns=3;i=6154	EngineeringUnits
ns=3;i=6155	EngineeringUnits
ns=3;i=6152	EngineeringUnits
ns=3;i=6153	EURange
ns=3;i=6150	ActModalOffsetFunction
ns=3;i=6151	ActOverride
ns=0;i=20202	ActiveState
ns=3;i=6169	EngineeringUnits
ns=3;i=6167	ActPos
ns=3;i=6168	PosTcpBcsX
ns=3;i=6165	RemDist
ns=3;i=6166	PosTcpBcsC
ns=3;i=6163	CmdPos
ns=3;i=6164	RemDist
ns=3;i=6161	EngineeringUnits
ns=3;i=6162	ActPos
ns=3;i=6160	ActPos
ns=0;i=8711	AggregateConfiguration
ns=3;i=6178	CmdPos
ns=3;i=6176	PosTcpWcsB
ns=3;i=6177	ActMFunctions
ns=3;i=6174	PosTcpWcsZ
ns=3;i=6175	PosTcpWcsA
ns=3;i=6172	PosTcpBcsY
ns=3;i=6173	PosTcpWcsY
ns=2;i=15590	OffSpecAlarmType
ns=3;i=6170	ActPos
ns=3;i=6171	CmdPos
ns=0;i=8702	MonitoringFilter
ns=0;i=8708	EventFilter
ns=0;i=20203	Id
ns=3;i=6189	IsVirtual
ns=3;i=6188	ActPos
ns=3;i=6183	PosTcpBcsZ
ns=0;i=20211	InputNode
ns=3;i=6184	RemDist
ns=3;i=6181	ActPos
ns=3;i=6182	IsReferenced
ns=8;i=6762	EURange
ns=8;i=6763	Status
ns=8;i=6764	TotalOperation
ns=8;i=6765	EURange
ns=8;i=6760	ActualValue
ns=8;i=6761	EURange
ns=3;i=6198	ActPos
ns=3;i=6199	CmdPos
ns=8;i=6766	AdditionalInformation
ns=8;i=6767	Interval
ns=3;i=6192	CmdPos
ns=8;i=6768	EURange
ns=3;i=6193	RemDist
ns=8;i=6769	RemainingInterval
ns=3;i=6190	ActPos
ns=3;i=6191	CmdPos
ns=0;i=6100	StateNumber
ns=8;i=6773	TotalOperation
ns=0;i=6101	StateNumber
ns=8;i=6774	EURange
ns=8;i=6775	AdditionalInformation
ns=8;i=6776	Interval
ns=8;i=6770	EURange
